EmpNo,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Dept,salary
A491,0.53,0.56,4,281,6,0,1,0,hr,medium
A492,0.39,0.51,2,151,3,0,1,0,hr,medium
A493,0.11,0.83,6,244,4,0,1,0,hr,medium
A494,0.1,0.94,6,309,4,0,1,0,technical,medium
A495,0.84,1,5,218,5,0,1,0,technical,medium
A496,0.82,0.99,4,263,6,0,1,0,technical,medium
A497,0.1,0.82,6,244,4,0,1,0,technical,medium
A498,0.59,0.49,7,263,4,0,1,0,technical,medium
A499,0.44,0.48,2,143,3,0,1,0,technical,medium
A500,0.89,0.95,2,181,5,0,1,0,technical,medium
A501,0.91,0.84,5,265,5,0,1,0,technical,medium
A502,0.66,0.57,5,161,5,0,1,0,technical,high
A503,0.11,0.87,7,282,5,0,1,0,technical,low
A504,0.43,0.51,2,155,3,0,1,0,technical,medium
A505,0.78,0.83,4,217,6,0,1,0,support,medium
A506,0.11,0.97,6,289,5,0,1,0,support,medium
A507,0.83,0.98,4,259,5,0,1,0,support,medium
A508,0.39,0.54,2,158,3,0,1,0,support,low
A509,0.38,0.55,2,158,3,0,1,0,support,low
A510,0.37,0.57,2,155,3,0,1,0,support,low
A511,0.44,0.48,2,146,3,0,1,0,support,low
A512,0.53,0.85,2,164,5,0,1,0,support,low
A513,0.09,0.96,6,259,4,0,1,0,support,low
A514,0.11,0.89,6,293,4,0,1,0,support,low
A515,0.83,0.96,5,275,5,0,1,0,support,low
A516,0.88,1,5,219,6,1,1,0,technical,low
A517,0.1,0.89,6,247,4,0,1,0,technical,low
A518,0.09,0.86,7,309,4,0,1,0,technical,low
A519,0.44,0.54,2,151,3,0,1,0,management,low
A520,0.39,0.51,2,129,3,0,1,0,IT,low
A521,0.87,0.94,4,274,5,0,1,0,IT,low
A522,0.74,0.99,4,233,5,0,1,0,IT,low
A523,0.1,0.95,7,289,4,0,1,0,IT,low
A524,0.74,0.82,4,239,6,0,1,0,IT,low
A525,0.75,0.99,5,221,5,0,1,0,product_mng,low
A526,0.41,0.56,2,150,3,0,1,0,product_mng,low
A527,0.41,0.45,2,144,3,1,1,0,product_mng,low
A528,0.09,0.9,7,289,4,0,1,0,product_mng,low
A529,0.09,0.8,6,301,5,0,1,0,IT,medium
A530,0.39,0.57,2,145,3,0,1,0,accounting,medium
A531,0.4,0.56,2,137,3,0,1,0,accounting,medium
A532,0.37,0.54,2,131,3,1,1,0,hr,medium
A533,0.1,0.84,6,246,4,0,1,0,hr,medium
A534,0.43,0.51,2,136,3,0,1,0,hr,medium
A535,0.75,0.85,5,240,6,1,1,0,marketing,medium
A536,0.37,0.56,2,156,3,0,1,0,sales,medium
A537,0.11,0.85,6,305,4,0,1,0,accounting,medium
A538,0.45,0.45,2,154,3,1,1,0,support,medium
A539,0.87,1,5,261,5,1,1,0,technical,medium
A540,0.11,0.94,7,244,4,0,1,0,management,medium
A541,0.45,0.54,2,129,3,0,1,0,marketing,high
A542,0.81,0.87,4,254,5,0,1,0,marketing,low
A543,0.77,0.91,5,236,5,0,1,0,marketing,medium
A544,0.89,0.92,5,237,5,0,1,0,sales,medium
A545,0.43,0.49,2,135,3,0,1,0,sales,medium
A546,0.78,1,5,236,5,0,1,0,sales,medium
A547,0.37,0.47,2,149,3,0,1,0,sales,low
A548,0.37,0.5,2,141,3,0,1,0,sales,low
A549,0.85,0.82,4,270,5,0,1,0,sales,low
A550,0.41,0.47,2,138,3,0,1,0,sales,low
A551,0.11,0.96,6,298,4,0,1,0,sales,low
A552,0.75,0.99,5,254,5,0,1,0,sales,low
A553,0.82,0.85,5,248,5,0,1,0,sales,low
A554,0.79,1,5,257,6,0,1,0,sales,low
A555,0.43,0.53,2,150,3,0,1,0,sales,low
A556,0.1,0.9,7,281,4,0,1,0,sales,low
A557,0.46,0.48,2,141,3,1,1,0,sales,low
A558,0.43,0.57,2,157,3,0,1,0,sales,low
A559,0.43,0.55,2,136,3,0,1,0,sales,low
A560,0.11,0.8,7,296,4,0,1,0,sales,low
A561,0.09,0.86,6,279,4,0,1,0,sales,low
A562,0.37,0.53,2,131,3,0,1,0,sales,low
A563,0.4,0.57,2,160,3,0,1,0,accounting,low
A564,0.1,0.77,7,291,4,0,1,0,accounting,low
A565,0.41,0.53,2,157,3,0,1,0,accounting,low
A566,0.79,0.58,3,294,4,0,1,0,hr,low
A567,0.11,0.79,7,310,4,0,1,0,hr,low
A568,0.1,0.97,6,282,4,0,1,0,hr,medium
A569,0.44,0.51,2,134,3,0,1,0,hr,medium
A570,0.25,0.46,4,214,4,0,1,0,technical,medium
A571,0.44,0.52,2,137,3,0,1,0,technical,medium
A572,0.73,1,4,252,5,0,1,0,technical,medium
A573,0.75,0.97,5,243,6,0,1,0,technical,medium
A574,0.36,0.47,2,148,3,0,1,0,technical,medium
A575,0.37,0.49,2,151,3,0,1,0,technical,medium
A576,0.39,0.49,2,129,3,0,1,0,technical,medium
A577,0.48,0.78,2,198,2,0,1,0,technical,medium
A578,0.57,0.72,4,275,6,0,1,0,technical,medium
A579,0.9,0.96,5,243,5,0,1,0,technical,medium
A580,0.39,0.55,2,159,3,0,1,0,technical,high
A581,0.44,0.51,2,145,3,0,1,0,support,low
A582,0.81,0.88,5,242,5,0,1,0,support,medium
A583,0.74,0.87,5,242,5,0,1,0,support,medium
A584,0.44,0.56,2,145,3,0,1,0,support,medium
A585,0.41,0.56,2,154,3,0,1,1,support,medium
A586,0.4,0.51,2,139,3,0,1,0,support,low
A587,0.46,0.57,2,152,3,0,1,0,support,low
A588,0.8,0.83,2,211,3,0,1,0,support,low
A589,0.87,0.9,5,258,5,0,1,0,support,low
A590,0.39,0.54,2,155,3,0,1,0,support,low
A591,0.38,0.55,2,148,3,0,1,0,support,low
A592,0.66,0.67,2,255,3,0,1,0,technical,low
A593,0.1,0.8,6,264,4,0,1,0,technical,low
A594,0.37,0.54,2,132,3,0,1,0,technical,low
A595,0.1,0.77,6,255,4,0,1,0,management,low
A596,0.09,0.87,5,263,4,0,1,0,IT,low
A597,0.86,0.84,5,222,5,0,1,0,IT,low
A598,0.11,0.9,6,263,4,0,1,0,IT,low
A599,0.37,0.46,2,157,3,0,1,0,IT,low
A600,0.11,0.92,7,307,4,0,1,0,IT,low
A601,0.77,0.98,5,259,6,0,1,0,product_mng,low
A602,0.84,0.94,5,222,6,0,1,0,product_mng,low
A603,0.1,0.84,7,250,4,0,1,0,product_mng,low
A604,0.83,0.9,5,245,5,0,1,0,product_mng,low
A605,0.11,0.79,6,292,4,0,1,0,IT,low
A606,0.86,0.92,5,252,5,0,1,0,RandD,low
A607,0.38,0.56,2,161,3,0,1,0,RandD,medium
A608,0.11,0.88,5,250,4,0,1,0,RandD,medium
A609,0.45,0.49,2,134,3,0,1,0,RandD,medium
A610,0.1,0.85,7,279,4,0,1,0,RandD,medium
A611,0.09,0.95,7,256,4,0,1,0,marketing,medium
A612,0.39,0.53,2,127,3,0,1,0,sales,medium
A613,0.37,0.47,2,138,3,1,1,0,accounting,medium
A614,0.81,0.97,5,243,5,0,1,0,support,medium
A615,0.09,0.9,7,296,4,0,1,0,technical,medium
A616,0.1,0.88,7,267,4,0,1,0,management,medium
A617,0.39,0.49,2,144,3,0,1,0,marketing,medium
A618,0.83,0.95,4,251,5,0,1,0,marketing,medium
A619,0.45,0.57,2,148,3,0,1,0,marketing,high
A620,0.43,0.51,2,141,3,0,1,0,sales,low
A621,0.8,0.75,3,268,2,0,1,0,sales,medium
A622,0.1,0.86,6,247,4,0,1,0,sales,medium
A623,0.1,0.55,2,247,4,0,1,0,sales,medium
A624,0.36,0.52,2,146,3,0,1,0,sales,medium
A625,0.38,0.5,2,140,3,0,1,0,sales,low
A626,0.78,0.98,5,263,6,0,1,0,sales,low
A627,0.44,0.49,2,145,3,0,1,0,sales,low
A628,0.41,0.46,2,156,3,1,1,0,sales,low
A629,0.72,0.85,5,244,6,0,1,0,sales,low
A630,0.46,0.54,2,144,3,0,1,0,sales,low
A631,0.1,0.9,7,286,4,0,1,0,sales,low
A632,0.34,0.67,4,141,2,0,1,0,sales,low
A633,0.11,0.89,6,260,5,0,1,0,sales,low
A634,0.38,0.56,2,154,3,0,1,0,sales,low
A635,0.82,0.92,5,225,5,0,1,0,sales,low
A636,0.39,0.57,2,127,3,0,1,0,sales,low
A637,0.44,0.53,2,140,3,0,1,0,sales,low
A638,0.43,0.52,2,147,3,0,1,0,sales,low
A639,0.84,0.83,4,227,5,0,1,0,accounting,low
A640,0.43,0.48,2,153,3,0,1,0,accounting,low
A641,0.37,0.52,2,128,3,0,1,0,accounting,low
A642,0.74,0.97,4,228,5,0,1,0,hr,low
A643,0.73,0.97,5,235,5,0,1,0,hr,low
A644,0.37,0.47,2,148,3,0,1,0,hr,low
A645,0.58,0.62,4,238,3,0,1,0,hr,low
A646,0.4,0.54,2,141,3,0,1,0,technical,medium
A647,0.51,0.83,5,249,4,0,1,0,technical,medium
A648,0.46,0.5,2,151,3,0,1,0,technical,medium
A649,0.45,0.54,2,129,3,0,1,0,technical,medium
A650,0.46,0.5,2,156,3,0,1,0,technical,medium
A651,0.39,0.45,2,134,3,0,1,0,technical,medium
A652,0.09,0.88,6,269,4,0,1,0,technical,medium
A653,0.09,0.77,6,290,4,0,1,0,technical,medium
A654,0.37,0.51,2,132,3,0,1,0,technical,medium
A655,0.1,0.89,7,308,4,0,1,0,technical,medium
A656,0.77,1,4,232,5,0,1,0,technical,medium
A657,0.79,0.86,5,235,5,0,1,0,support,medium
A658,0.43,0.55,2,130,3,0,1,0,support,high
A659,0.38,0.53,2,146,3,0,1,0,support,low
A660,0.77,0.91,5,221,6,0,1,0,support,medium
A661,0.44,0.5,2,130,3,0,1,0,support,medium
A662,0.39,0.46,2,136,3,0,1,0,support,medium
A663,0.78,0.89,5,274,6,0,1,0,support,medium
A664,0.1,0.79,6,256,5,0,1,0,support,low
A665,0.1,0.77,5,276,4,0,1,0,support,low
A666,0.75,0.85,5,267,5,0,1,0,support,low
A667,0.46,0.62,6,213,3,0,1,0,support,low
A668,0.91,0.97,4,274,6,0,1,0,technical,low
A669,0.1,0.92,6,258,4,0,1,0,technical,low
A670,0.72,0.6,3,153,5,0,1,0,technical,low
A671,0.11,0.95,6,245,4,0,1,0,management,low
A672,0.11,0.94,6,264,4,0,1,0,IT,low
A673,0.46,0.57,2,154,3,0,1,0,IT,low
A674,0.37,0.46,2,149,3,0,1,0,IT,low
A675,0.46,0.5,2,157,3,0,1,0,IT,low
A676,0.43,0.57,2,127,3,0,1,0,IT,low
A677,0.11,0.82,6,270,4,0,1,0,product_mng,low
A678,0.73,0.89,5,236,6,0,1,0,product_mng,low
A679,0.43,0.47,2,158,3,0,1,0,product_mng,low
A680,0.86,1,5,229,5,0,1,0,product_mng,low
A681,0.1,0.83,6,269,4,0,1,0,IT,low
A682,0.4,0.49,2,128,3,0,1,0,sales,low
A683,0.11,0.87,7,278,4,0,1,0,sales,low
A684,0.86,0.98,3,158,5,0,1,0,sales,low
A685,0.42,1,3,202,3,0,1,0,sales,medium
A686,0.79,0.84,4,240,5,0,1,0,sales,medium
A687,0.1,0.96,7,255,4,0,1,0,marketing,medium
A688,0.09,0.92,7,254,4,0,1,0,sales,medium
A689,0.09,0.82,6,257,4,0,1,0,accounting,medium
A690,0.87,1,4,228,5,0,1,0,support,medium
A691,0.36,0.49,2,145,3,0,1,0,technical,medium
A692,0.42,0.75,3,218,4,0,1,0,management,medium
A693,0.84,0.86,5,268,5,0,1,0,marketing,medium
A694,0.1,0.83,6,278,4,0,1,0,marketing,medium
A695,0.78,0.71,3,249,5,0,1,0,marketing,medium
A696,0.35,0.99,3,236,4,0,1,0,sales,medium
A697,0.1,0.81,7,291,4,0,1,0,sales,high
A698,0.11,0.8,6,306,4,0,1,0,sales,low
A699,0.43,0.48,2,135,3,0,1,0,sales,medium
A700,0.38,0.45,2,156,3,0,1,0,sales,medium
A701,0.46,0.54,2,143,3,0,1,0,sales,medium
A702,0.89,0.82,4,243,5,0,1,0,sales,medium
A703,0.45,0.5,2,147,3,0,1,0,sales,low
A704,0.44,0.53,2,159,3,0,1,0,sales,low
A705,0.74,0.54,5,216,3,0,1,0,sales,low
A706,0.45,0.54,2,152,3,0,1,0,sales,low
A707,0.79,0.93,4,226,5,0,1,0,sales,low
A708,0.79,0.91,5,271,5,0,1,0,sales,low
A709,0.11,0.87,6,255,4,0,1,0,sales,low
A710,0.42,0.48,2,140,3,0,1,0,sales,low
A711,0.64,0.9,6,252,2,0,1,0,sales,low
A712,0.4,0.55,2,159,3,0,1,0,sales,low
A713,0.84,0.98,5,270,5,0,1,0,sales,low
A714,0.73,0.92,5,232,5,0,1,0,sales,low
A715,0.4,0.51,2,144,3,0,1,0,accounting,low
A716,0.36,0.45,2,127,3,0,1,0,accounting,low
A717,0.43,0.47,2,131,3,0,1,0,accounting,low
A718,0.11,0.78,6,243,4,0,1,0,hr,low
A719,0.91,1,5,244,6,0,1,0,hr,low
A720,0.8,1,5,260,5,0,1,0,hr,low
A721,0.42,0.49,2,139,3,0,1,0,hr,low
A722,0.31,0.87,4,184,3,0,1,0,technical,low
A723,0.44,0.47,2,130,3,0,1,0,technical,low
A724,0.38,0.54,2,135,3,0,1,0,technical,medium
A725,0.45,0.56,2,146,3,0,1,0,technical,medium
A726,0.43,0.46,2,149,3,0,1,0,technical,medium
A727,0.45,0.46,2,153,3,1,1,0,technical,medium
A728,0.43,0.57,2,160,3,0,1,0,technical,medium
A729,0.43,0.49,2,160,3,0,1,0,technical,medium
A730,0.09,0.83,6,282,4,0,1,0,technical,medium
A731,0.43,0.47,2,128,3,0,1,0,technical,medium
A732,0.79,0.94,4,232,5,0,1,0,technical,medium
A733,0.85,0.58,3,226,2,0,1,0,support,medium
A734,0.38,0.45,2,129,3,0,1,0,support,medium
A735,0.11,0.92,7,255,4,0,1,0,support,medium
A736,0.83,0.99,5,258,5,0,1,0,support,high
A737,0.81,0.91,4,229,5,0,1,0,support,low
A738,0.42,0.56,2,143,3,0,1,0,support,medium
A739,0.11,0.87,6,257,4,0,1,0,support,medium
A740,0.11,0.85,7,275,4,0,1,0,support,medium
A741,0.1,0.89,7,291,4,0,1,0,support,medium
A742,0.5,0.54,5,153,4,0,1,0,support,low
A743,0.44,0.49,2,154,3,0,1,0,support,low
A744,0.11,0.9,6,301,4,0,1,0,technical,low
A745,0.39,0.52,2,134,3,0,1,0,technical,low
A746,0.11,0.78,6,245,4,0,1,0,technical,low
A747,0.36,0.5,2,132,3,0,1,0,management,low
A748,0.43,0.51,2,130,3,0,1,0,IT,low
A749,0.4,0.5,2,127,3,0,1,0,IT,low
A750,0.86,0.84,4,246,6,0,1,0,IT,low
A751,0.38,0.49,2,145,3,0,1,0,IT,low
A752,0.46,0.45,2,138,3,0,1,1,IT,low
A753,0.37,0.57,2,129,3,0,1,0,product_mng,low
A754,0.43,0.52,2,150,3,0,1,0,product_mng,low
A755,0.66,0.93,5,253,5,0,1,0,product_mng,low
A756,0.37,0.48,2,160,3,0,1,0,product_mng,low
A757,0.77,0.92,5,235,5,0,1,0,IT,low
A758,0.38,0.55,2,151,3,0,1,0,sales,low
A759,0.39,0.54,2,127,3,0,1,0,sales,low
A760,0.41,0.55,2,151,3,0,1,0,sales,low
A761,0.1,0.9,7,290,4,0,1,0,sales,low
A762,0.09,0.93,6,249,4,0,1,0,sales,low
A763,0.41,0.47,2,131,3,0,1,0,marketing,medium
A764,0.39,0.46,2,159,3,0,1,0,sales,medium
A765,0.83,0.99,4,223,5,0,1,0,accounting,medium
A766,0.09,0.87,3,214,2,0,1,0,support,medium
A767,0.75,0.81,5,227,5,0,1,0,technical,medium
A768,0.44,0.54,2,127,3,0,1,0,management,medium
A769,0.1,0.84,6,293,5,0,1,0,marketing,medium
A770,0.42,0.46,2,141,3,0,1,0,marketing,medium
A771,0.1,0.83,6,300,4,0,1,0,marketing,medium
A772,0.1,0.86,6,309,4,0,1,0,sales,medium
A773,0.31,0.77,4,149,3,0,1,0,sales,medium
A774,0.42,0.54,2,159,3,0,1,0,sales,medium
A775,0.38,0.5,2,152,3,0,1,0,sales,high
A776,0.39,0.57,2,158,3,0,1,0,sales,low
A777,0.1,0.97,6,254,5,0,1,0,sales,medium
A778,0.11,0.93,6,294,4,0,1,0,sales,medium
A779,0.1,0.92,7,269,4,0,1,0,sales,medium
A780,0.11,0.9,7,247,4,0,1,0,sales,medium
A781,0.44,0.65,3,271,4,0,1,0,sales,low
A782,0.91,0.96,4,232,5,0,1,0,sales,low
A783,0.72,1,4,245,5,0,1,0,sales,low
A784,0.36,0.46,2,132,3,0,1,0,sales,low
A785,0.44,0.57,2,131,3,0,1,0,sales,low
A786,0.85,0.99,5,248,5,0,1,0,sales,low
A787,0.78,0.93,5,225,5,0,1,0,sales,low
A788,0.39,0.46,2,156,3,0,1,0,sales,low
A789,0.78,0.81,3,222,2,0,1,0,sales,low
A790,0.1,0.92,6,243,4,1,1,0,sales,low
A791,0.23,0.99,4,204,4,1,1,0,accounting,low
A792,0.11,0.87,6,301,4,0,1,0,accounting,low
A793,0.9,0.83,5,259,5,0,1,0,accounting,low
A794,0.91,0.89,4,247,5,0,1,0,hr,low
A795,0.11,0.79,7,295,4,0,1,0,hr,low
A796,0.43,0.54,2,150,3,0,1,0,hr,low
A797,0.45,0.49,2,151,3,0,1,0,hr,low
A798,0.11,0.91,5,291,4,0,1,0,technical,low
A799,0.11,0.93,6,253,4,1,1,0,technical,low
A800,0.43,0.5,2,161,3,0,1,0,technical,low
A801,0.91,0.97,4,251,6,0,1,0,technical,low
A802,0.43,0.55,2,153,3,0,1,0,technical,medium
A803,0.85,0.82,5,264,6,0,1,0,technical,medium
A804,0.1,0.77,6,310,4,0,1,0,technical,medium
A805,0.81,0.95,5,266,5,0,1,0,technical,medium
A806,0.36,0.62,4,237,2,0,1,0,technical,medium
A807,0.45,0.54,2,138,3,0,1,0,technical,medium
A808,0.86,1,5,227,5,0,1,0,technical,medium
A809,0.71,1,4,300,5,0,1,0,support,medium
A810,0.11,0.97,7,310,4,0,1,0,support,medium
A811,0.84,0.93,5,236,5,0,1,0,support,medium
A812,0.09,0.97,7,288,4,0,1,0,support,medium
A813,0.38,0.49,2,127,3,0,1,0,support,medium
A814,0.15,0.55,6,139,4,0,1,0,support,high
A815,0.1,0.92,7,253,4,1,1,0,support,low
A816,0.8,0.97,4,218,5,1,1,0,support,medium
A817,0.84,0.97,5,251,5,0,1,0,support,medium
A818,0.11,0.87,6,264,4,0,1,0,support,medium
A819,0.89,0.79,3,149,2,0,1,0,support,medium
A820,0.45,0.51,2,138,3,0,1,0,technical,low
A821,0.11,0.93,7,284,4,0,1,0,technical,low
A822,0.74,0.93,5,244,5,0,1,0,technical,low
A823,0.41,0.5,2,128,3,0,1,0,management,low
A824,0.44,0.53,2,154,3,0,1,0,IT,low
A825,0.37,0.56,2,138,3,0,1,0,IT,low
A826,0.11,0.86,6,308,4,0,1,0,IT,low
A827,0.1,0.93,6,269,4,0,1,0,IT,low
A828,0.7,0.74,6,136,3,0,1,0,IT,low
A829,0.59,1,2,160,5,0,1,0,product_mng,low
A830,0.38,0.53,2,138,3,0,1,0,product_mng,low
A831,0.72,0.95,4,220,5,0,1,0,product_mng,low
A832,0.73,1,5,274,5,0,1,0,product_mng,low
A833,0.39,0.48,2,161,3,0,1,0,IT,low
A834,0.89,0.82,5,224,6,0,1,0,RandD,low
A835,0.89,1,4,260,5,0,1,0,RandD,low
A836,0.11,0.78,6,300,4,1,1,0,RandD,low
A837,0.43,0.56,2,133,3,0,1,0,RandD,low
A838,0.09,0.93,6,308,4,0,1,0,RandD,low
A839,0.81,0.9,5,238,6,0,1,0,marketing,low
A840,0.37,0.53,2,126,3,0,1,0,sales,low
A841,0.36,0.56,2,138,3,0,1,0,accounting,medium
A842,0.11,0.85,6,299,4,0,1,0,support,medium
A843,0.1,0.85,6,254,4,0,1,0,technical,medium
A844,0.66,0.47,7,156,2,0,1,0,management,medium
A845,0.39,0.47,2,152,3,0,1,0,marketing,medium
A846,0.44,0.51,2,146,3,0,1,0,marketing,medium
A847,0.1,0.84,6,253,4,0,1,0,marketing,medium
A848,0.79,0.94,5,227,6,0,1,0,sales,medium
A849,0.1,0.81,6,301,4,1,1,0,sales,medium
A850,0.54,0.94,6,294,3,0,1,0,sales,medium
A851,0.37,0.47,2,151,3,0,1,0,sales,medium
A852,0.37,0.57,2,128,3,0,1,0,sales,medium
A853,0.82,0.89,5,217,5,0,1,0,sales,high
A854,0.45,0.52,2,160,3,0,1,0,sales,low
A855,0.79,0.9,5,263,5,0,1,0,sales,medium
A856,0.42,0.56,2,156,3,0,1,0,sales,medium
A857,0.1,0.85,6,273,4,0,1,0,sales,medium
A858,0.11,0.78,6,303,4,0,1,0,sales,medium
A859,0.74,1,4,253,5,0,1,0,sales,low
A860,0.1,0.93,6,270,4,0,1,0,sales,low
A861,0.79,1,4,218,5,0,1,0,sales,low
A862,0.43,0.48,2,144,3,0,1,0,sales,low
A863,0.41,0.47,2,154,3,0,1,0,sales,low
A864,0.39,0.55,2,146,3,0,1,0,sales,low
A865,0.1,0.94,6,260,4,0,1,0,sales,low
A866,0.82,0.85,5,218,5,0,1,0,sales,low
A867,0.41,0.46,2,128,3,0,1,0,accounting,low
A868,0.42,0.56,2,128,3,0,1,0,accounting,low
A869,0.74,0.88,4,248,6,0,1,0,accounting,low
A870,0.38,0.57,2,152,3,1,1,0,hr,low
A871,0.39,0.56,2,126,3,0,1,0,hr,low
A872,0.87,0.94,4,260,5,0,1,0,hr,low
A873,0.1,0.9,5,263,4,0,1,0,hr,low
A874,0.78,1,5,220,5,0,1,0,technical,low
A875,0.14,0.73,7,282,5,0,1,0,technical,low
A876,0.11,0.94,6,277,5,0,1,0,technical,low
A877,0.91,0.94,5,257,5,0,1,0,technical,low
A878,0.49,0.63,6,265,3,0,1,0,technical,low
A879,0.38,0.47,2,143,3,0,1,0,technical,low
A880,0.82,0.97,5,263,5,0,1,0,technical,medium
A881,0.38,0.88,3,154,4,0,1,0,technical,medium
A882,0.89,1,5,253,5,0,1,0,technical,medium
A883,0.11,0.79,6,294,4,0,1,0,technical,medium
A884,0.37,0.51,2,128,3,0,1,0,technical,medium
A885,0.38,0.5,2,153,3,0,1,0,support,medium
A886,0.78,0.87,5,256,5,0,1,0,support,medium
A887,0.41,0.51,2,127,3,0,1,0,support,medium
A888,0.41,0.51,2,137,3,0,1,0,support,medium
A889,0.11,0.83,6,295,4,0,1,0,support,medium
A890,0.11,0.79,6,281,4,0,1,0,support,medium
A891,0.43,0.57,2,131,3,1,1,0,support,medium
A892,0.75,0.86,5,237,5,0,1,0,support,high
A893,0.74,0.99,4,276,5,0,1,0,support,low
A894,0.85,0.85,5,267,5,0,1,0,support,medium
A895,0.73,0.92,5,266,5,0,1,0,support,medium
A896,0.1,0.79,6,294,4,0,1,0,technical,medium
A897,0.44,0.56,2,134,3,0,1,0,technical,medium
A898,0.3,0.56,3,309,4,1,1,0,technical,low
A899,0.11,0.77,7,273,4,0,1,0,management,low
A900,0.84,0.83,5,238,5,0,1,0,IT,low
A901,0.78,0.94,5,271,6,0,1,0,IT,low
A902,0.43,0.53,2,145,3,0,1,0,IT,low
A903,0.36,0.55,2,152,3,0,1,0,IT,low
A904,0.43,0.47,2,128,3,0,1,0,IT,low
A905,0.45,0.46,2,142,3,0,1,0,product_mng,low
A906,0.76,0.93,5,238,5,0,1,0,product_mng,low
A907,0.1,0.78,7,286,4,0,1,0,product_mng,low
A908,0.09,0.86,6,291,4,0,1,0,product_mng,low
A909,0.92,1,5,259,5,0,1,0,IT,low
A910,0.92,0.9,5,248,5,0,1,0,sales,low
A911,0.79,0.98,4,271,5,0,1,0,sales,low
A912,0.43,0.51,2,140,3,0,1,0,sales,low
A913,0.8,0.95,4,274,5,0,1,0,sales,low
A914,0.44,0.49,2,127,3,1,1,0,sales,low
A915,0.89,0.87,5,275,6,0,1,0,marketing,low
A916,0.48,0.88,3,239,3,0,1,0,sales,low
A917,0.11,0.82,6,304,4,1,1,0,accounting,low
A918,0.38,0.55,2,145,3,0,1,0,support,low
A919,0.11,0.85,6,259,4,0,1,0,technical,medium
A920,0.82,0.86,4,264,5,0,1,0,management,medium
A921,0.37,0.45,2,160,3,0,1,0,marketing,medium
A922,0.4,0.48,2,138,3,0,1,0,marketing,medium
A923,0.43,0.47,2,137,3,0,1,0,marketing,medium
A924,0.44,0.5,2,156,3,0,1,0,sales,medium
A925,0.42,0.56,2,147,3,0,1,0,sales,medium
A926,0.11,0.8,7,243,4,0,1,0,sales,medium
A927,0.78,0.87,4,236,5,0,1,0,sales,medium
A928,0.46,0.86,2,212,4,0,1,0,sales,medium
A929,0.77,0.91,5,261,6,0,1,0,sales,medium
A930,0.83,0.82,4,243,5,0,1,0,sales,medium
A931,0.32,0.58,5,271,5,0,1,0,sales,high
A932,0.9,0.92,5,154,4,0,1,0,sales,low
A933,0.42,0.52,2,151,3,0,1,0,sales,medium
A934,0.1,0.96,6,254,4,1,1,0,sales,medium
A935,0.1,0.91,6,285,4,0,1,0,sales,medium
A936,0.44,0.49,2,130,3,0,1,0,sales,medium
A937,0.1,0.95,7,301,4,0,1,0,sales,low
A938,0.11,0.8,6,286,4,0,1,0,sales,low
A939,0.1,0.89,6,246,4,0,1,0,sales,low
A940,0.39,0.47,2,135,3,0,1,0,sales,low
A941,0.92,0.92,4,245,5,0,1,0,sales,low
A942,0.43,0.56,2,136,3,0,1,0,sales,low
A943,0.11,0.89,6,301,4,0,1,0,accounting,low
A944,0.81,1,5,235,5,0,1,0,accounting,low
A945,0.11,0.85,7,272,4,0,1,0,accounting,low
A946,0.87,1,5,274,5,0,1,0,hr,low
A947,0.37,0.46,2,131,3,0,1,0,hr,low
A948,0.39,0.56,2,135,3,0,1,0,hr,low
A949,0.61,0.86,4,196,4,0,1,0,hr,low
A950,0.11,0.95,6,285,4,0,1,0,technical,low
A951,0.09,0.9,7,289,5,0,1,0,technical,low
A952,0.36,0.52,2,157,3,0,1,0,technical,low
A953,0.09,0.94,6,308,4,0,1,0,technical,low
A954,0.41,0.71,4,301,5,0,1,0,technical,low
A955,0.4,0.46,2,131,3,0,1,0,technical,low
A956,0.1,0.91,6,262,5,1,1,0,technical,low
A957,0.46,0.53,2,143,3,1,1,0,technical,low
A958,0.39,0.57,2,133,3,0,1,0,technical,medium
A959,0.41,0.5,2,153,3,0,1,0,technical,medium
A960,0.1,0.94,7,281,4,0,1,0,technical,medium
A961,0.39,0.51,2,132,3,0,1,0,support,medium
A962,0.73,0.83,5,270,5,1,1,0,support,medium
A963,0.41,0.45,2,150,3,0,1,0,support,medium
A964,0.37,0.51,2,140,3,0,1,0,support,medium
A965,0.38,0.5,2,150,3,1,1,0,support,medium
A966,0.8,0.63,5,180,5,0,1,0,support,medium
A967,0.09,0.85,5,281,4,0,1,0,support,medium
A968,0.85,0.92,4,275,5,0,1,0,support,medium
A969,0.42,0.54,2,130,3,0,1,0,support,medium
A970,0.41,0.48,2,130,3,0,1,0,support,high
A971,0.38,0.46,2,147,3,0,1,0,support,low
A972,0.72,1,5,264,5,0,1,0,technical,medium
A973,0.11,0.74,6,290,5,0,1,0,technical,medium
A974,0.37,0.47,2,150,3,0,1,0,technical,medium
A975,0.1,0.81,6,304,4,0,1,0,management,medium
A976,0.36,0.54,2,136,3,0,1,0,IT,low
A977,0.92,0.94,5,307,5,0,1,0,IT,low
A978,0.11,0.87,5,303,4,0,1,0,IT,low
A979,0.39,0.56,2,156,3,0,1,0,IT,low
A980,0.11,0.95,6,271,4,0,1,0,IT,low
A981,0.45,0.45,2,140,3,0,1,0,product_mng,low
